Row_id,Channel 0,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Timestamp
0, 0.010246706586826347, 2.0595143712574853, 0.0122, 1.1996263473053892, 1.202822754491018, 1.2036185628742515, 1.2020808383233532, 1.2035970059880239, 2021-01-13 20:13:06.623978
1, 0.010258682634730539, 2.062450898203593, 0.012248502994011977, 1.20185748502994, 1.2035119760479043, 1.2035389221556885, 1.2034197604790418, 1.2034736526946108, 2021-01-13 20:13:09.826096
2, 0.010246706586826347, 2.060770059880239, 0.012249101796407185, 1.2033808383233533, 1.2033119760479043, 1.2017089820359281, 1.2035245508982035, 1.2034329341317367, 2021-01-13 20:13:13.028227
3, 0.01025748502994012, 2.0598730538922156, 0.012232335329341317, 1.2033538922155689, 1.2035047904191618, 1.2032928143712576, 1.2033952095808382, 1.201882634730539, 2021-01-13 20:13:16.230329
4, 0.010258083832335329, 2.060380239520958, 0.012246706586826347, 1.202534131736527, 1.20004251497006, 1.2019095808383233, 1.2019754491017964, 1.20195748502994, 2021-01-13 20:13:19.432441
5, 0.010248502994011977, 1.9009017964071857, 0.012234730538922156, 1.2021221556886228, 1.2021161676646706, 1.2020502994011977, 1.2005706586826348, 1.2021125748502994, 2021-01-13 20:13:22.634559
6, 0.010249101796407185, 1.906231736526946, 0.012237724550898204, 1.2006958083832335, 1.2023784431137725, 1.202308982035928, 1.2019580838323354, 1.2018035928143713, 2021-01-13 20:13:25.836672
7, 0.010245508982035929, 2.853808982035928, 0.012159281437125748, 1.1947131736526946, 1.1978610778443115, 1.1963389221556886, 1.1941874251497007, 1.2001161676646706, 2021-01-13 20:13:29.038793
8, 0.010262874251497005, 2.9522095808383235, 0.012258682634730539, 1.2080844311377246, 1.209153892215569, 1.2079802395209582, 1.2083161676646705, 1.2076389221556885, 2021-01-13 20:13:32.240910
9, 1.565068263473054, 2.328120359281437, 0.012293413173652694, 1.209380239520958, 1.2082041916167663, 1.2092754491017963, 1.2093718562874252, 1.2096011976047902, 2021-01-13 20:13:35.443014
10, 1.5650119760479042, 2.335020359281437, 0.01230179640718563, 1.2103514970059879, 1.2105017964071858, 1.2093041916167664, 1.207988622754491, 1.2092353293413174, 2021-01-13 20:13:38.645129
11, 2.3849485029940123, 2.513325748502994, 0.01225748502994012, 1.2026107784431137, 1.2061670658682633, 1.2073035928143712, 1.2057413173652693, 1.2063413173652695, 2021-01-13 20:13:41.847261
12, 3.3096149700598803, 2.60721377245509, 0.012233532934131737, 1.2061119760479042, 1.2048233532934132, 1.20394251497006, 1.2065449101796406, 1.2078323353293412, 2021-01-13 20:13:45.049348
13, 3.3097664670658684, 2.879780239520958, 0.012296407185628742, 1.2110748502994013, 1.2104580838323353, 1.2103329341317366, 1.2112592814371257, 1.210034730538922, 2021-01-13 20:13:48.251468
