Row_id,Channel 0,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Timestamp
0, 0.0102293413174, 2.12356407186, 0.0121958083832, 1.20048562874, 1.20216646707, 1.20113772455, 1.20286586826, 1.20272934132, 2021-01-13 18:17:48.594454
1, 0.0102520958084, 2.1203748503, 0.0122185628743, 1.20270778443, 1.20296467066, 1.20274670659, 1.20285149701, 1.20126586826, 2021-01-13 18:17:51.796546
2, 0.0102508982036, 2.1202754491, 0.0122407185629, 1.20265868263, 1.20115868263, 1.2027239521, 1.20271137725, 1.20273353293, 2021-01-13 18:17:54.998670
3, 0.0102520958084, 2.1210251497, 0.0122401197605, 1.20282215569, 1.20286526946, 1.20259041916, 1.20128443114, 1.20283592814, 2021-01-13 18:17:58.200779
4, 0.0102520958084, 2.11997724551, 0.0122401197605, 1.20118023952, 1.20290898204, 1.20269281437, 1.20281916168, 1.20288023952, 2021-01-13 18:18:01.402891
5, 0.0102407185629, 2.12089640719, 0.0122407185629, 1.20281437126, 1.20288203593, 1.20090778443, 1.20275568862, 1.20283652695, 2021-01-13 18:18:04.605014
6, 0.010251497006, 2.12058622754, 0.0122239520958, 1.20283652695, 1.20278982036, 1.20281556886, 1.2027245509, 1.2011748503, 2021-01-13 18:18:07.807135
7, 0.010251497006, 2.11963952096, 0.0122395209581, 1.20272934132, 1.20131616766, 1.20279221557, 1.20284011976, 1.2028754491, 2021-01-13 18:18:11.009249
8, 0.010251497006, 2.11762694611, 0.0122401197605, 1.20272215569, 1.20280898204, 1.2028508982, 1.20128323353, 1.20280299401, 2021-01-13 18:18:14.211368
9, 0.0102520958084, 2.11839401198, 0.0122407185629, 1.20128502994, 1.20278682635, 1.20278203593, 1.20284790419, 1.20279640719, 2021-01-13 18:18:17.413483
10, 0.0102383233533, 2.11782994012, 0.0122395209581, 1.20278682635, 1.2028491018, 1.20119101796, 1.20277904192, 1.20284670659, 2021-01-13 18:18:20.615599
11, 0.0102520958084, 2.11808083832, 0.0122251497006, 1.2027005988, 1.20280179641, 1.20287964072, 1.20277904192, 1.20120778443, 2021-01-13 18:18:23.817738
